data_set,company,sent,time,screen_name,tweet
old,FedEx,neg,Fri Sep 24 02:11:01 +0000 2021,sewerrattrash,Cannot believe FedEx has managed to lie about when my package will be delivered three days in a row now. I am heart… https://t.co/tP143P2d7Y
old,FedEx,neg,Thu Sep 23 18:58:45 +0000 2021,benjadelaelba,"@altonbrown @FedEx Imagine if I wasn't a TV celebrity, wait! I forgot I'm not :-("
old,FedEx,neg,Thu Sep 23 17:51:47 +0000 2021,MEOWPWR,How much can I bribe a @fedex employee to pull my new iphone off a truck and ship it via @UPS or @USPS.  So sad.  W… https://t.co/b9067YnMJt
old,FedEx,neg,Thu Sep 23 16:28:58 +0000 2021,bruce4real4real,@tine_theherd @FedEx @BloomsByTheBox @FedExHelp @fedex is the WORST! My mom passed away last year and I @fedex'ed m… https://t.co/36Sxvbryo3
old,FedEx,neg,Tue Sep 21 16:30:46 +0000 2021,3squilax,@Yellow_Corona @FedEx :( they said it was delivered 10 minutes after being recieved at the dispatch center which is 20 minutes away
old,FedEx,neg,Tue Sep 21 14:58:41 +0000 2021,NijayKGupta,"@1smallbutmighty @FedEx @kurufootwear @kurufootwear is great, but might need to switch back to @hoka b/c @FedEx won't deliver my shoes :("
old,FedEx,neg,Sun Sep 19 20:31:32 +0000 2021,Buttercup13430,@CoryAGGaming @ScottFitzVO @PS5restocks_etc @GameStop @FedEx Seriously same mine was delayed and has apparently bee… https://t.co/m99OtfN98M
old,FedEx,neg,Sun Sep 19 19:44:01 +0000 2021,DarkTetsuya,@JCBaggee @FedEx I feel you... ordered the new cruis'n blast for switch via walmart and I forgot that fedex was the… https://t.co/XkxBItkevr
old,FedEx,neg,Sun Sep 19 13:19:11 +0000 2021,iowatheboat,@YawleyG @FedEx Damn. Sorry to see this. I hope they didn't damage anything else and you can fix this for work :(… https://t.co/yNMkSJeghl
old,FedEx,neg,Sun Sep 19 04:17:07 +0000 2021,dani_fofani,Boo @FedEx @FedExHelp  :( https://t.co/hL3JkPSxKp
old,FedEx,neg,Sun Sep 19 00:06:49 +0000 2021,snapb34t,"if this @Chewy delivery doesn't arrive tomorrow, I'm going to have to go get interim food to hold the girls over.… https://t.co/JNiFQtLSBm"
old,intel,neg,Wed Sep 22 17:05:49 +0000 2021,natemuzzy,@NoNeckTech @surface @intel not according to the website :(
old,JohnDeere,neg,Sun Sep 26 02:42:52 +0000 2021,ChristiFriesen,@farmershaz1 @JohnDeere Dang :( I hope you guys get things figured out soon!
old,Huawei,neg,Thu Sep 23 12:57:47 +0000 2021,sonicboomish,@Huawei You say he's rotating but he faces the same direction the whole time :(
old,Huawei,neg,Mon Sep 20 05:58:01 +0000 2021,Alexander990474,@IT_Huawei @Huawei Huawei pq no sacas android 11 en Huawei y6 2019 :(
old,UPS,neg,Fri Sep 24 23:35:40 +0000 2021,memmek2k,@Catvertigo @UPS @drmartens Oh no :(
old,UPS,neg,Fri Sep 24 00:19:00 +0000 2021,NishadxPanchal,@DaneybearKMF @UPS :((((
old,UPS,neg,Fri Sep 24 00:06:05 +0000 2021,phantomsreturn,@crackyasshoe @UPS not there :(
old,UPS,neg,Wed Sep 22 17:20:44 +0000 2021,BawbamGeek,llevo esperando un paquete desde el 17 de septiembre @amazon @UPS   :(
old,UPS,neg,Wed Sep 22 12:29:24 +0000 2021,Robcjacob,@7w4t @REALMizkif @UPS Didn’t find a card :( waiting to hear back from customer support to see if they are all supposed to have one or not!
old,UPS,neg,Mon Sep 20 17:54:23 +0000 2021,_DaltonCross,My rengoku poster came damaged :( fuck u @UPS
old,UPS,neg,Sun Sep 19 04:57:38 +0000 2021,ladyriven,. @UPS :( https://t.co/Oig8qMcItN
old,UPS,neg,Sat Sep 18 18:41:17 +0000 2021,AndiLJones,"@XtalGrrl @UPS Ugh, what a pain. So sorry, but thank you for your persistence in getting your vote in! And bad on UPS. :("
new,IBM,pos,Mon Oct 11 08:15:19 +0000 2021,VizMonkey,@apreshill @rstudio @IBM @gdequeiroz Indeed! I was just commenting on that old thread where you threw up a flag ask… https://t.co/HS3k9zW5tb
new,IBM,pos,Sun Oct 10 08:33:52 +0000 2021,ingrid_STEM,@IBM Thank you! :D
new,IBM,pos,Fri Oct 08 17:20:14 +0000 2021,arron10uhC,@Vigorishh @IBMNews @IBM I see you’ve replied to like 10 of my comments… lol if you need someone to talk to you could just DM me :)
new,IBM,pos,Fri Oct 08 14:02:16 +0000 2021,unconsistentcy,@miggi @figmadesign @IBM @miggi As I was watching you create this Paul Rand classic (LOVE his work and have a few o… https://t.co/SxIqTAWTTA
new,IBM,pos,Fri Oct 08 05:34:54 +0000 2021,kholy,"@apreshill @rstudio @IBM @gdequeiroz I am glad that one of the community role models is joining the big blue, I dro… https://t.co/25BzcZVOE0"
new,IBM,pos,Fri Oct 08 01:52:56 +0000 2021,apreshill,@Sevvandik @rstudio @IBM @gdequeiroz thank you Sevvandi! I keep telling my daughter that when we can travel again I… https://t.co/Oj2icjGJwM
new,IBM,pos,Fri Oct 08 00:47:07 +0000 2021,lcolladotor,"@apreshill @rstudio @IBM @gdequeiroz ¡Felicidades Alison! 

I love following your career as it morphs and grows! Th… https://t.co/XTJMURiRaH"
new,IBM,pos,Thu Oct 07 21:30:14 +0000 2021,howtophil,@JCarlosOcampo @Wintermute_BBS @QB64team @IBM @MSFTNoticias Nice! :)
new,IBM,pos,Thu Oct 07 20:51:26 +0000 2021,DNayak09,Finally decided to write the HANA certification after so many years of working with HANA and scored 90 in the first… https://t.co/Nx9t0Y6FxL
new,IBM,pos,Thu Oct 07 16:55:45 +0000 2021,nistara_r,@apreshill @rstudio @IBM @gdequeiroz Congratulations Alison! Wish you all the best and hope I get to meet you in pe… https://t.co/nPvtdzwLp7
new,IBM,pos,Thu Oct 07 15:59:17 +0000 2021,OscarBaruffa,@apreshill @rstudio @IBM @gdequeiroz More like IB-Amazin :). Congratulations!
new,IBM,pos,Thu Oct 07 14:06:44 +0000 2021,mxcatnap,@apreshill @rstudio @IBM @gdequeiroz alison! this is rad!! thanks for being a wonderful collaborator on that one co… https://t.co/NGYyC8JClY
new,IBM,pos,Thu Oct 07 14:02:45 +0000 2021,111ty,@IBMNews @IBM @YMCALA Опять форсед бипоков понапихали :)
new,IBM,pos,Thu Oct 07 13:28:50 +0000 2021,pommevilla,@apreshill @rstudio @IBM @gdequeiroz ALISON CONGRATS! You’re so cool! I love the focus areas for the AI research te… https://t.co/KWTFvpxv17
new,IBM,pos,Wed Oct 06 11:47:52 +0000 2021,ReinstadlerSJ,"@Ricardo_PalmaC @PCRonline @IBM Agree. However, the chess pieces were still moved by a human being... (not shown on this image) :-)"
new,IBM,pos,Tue Oct 05 18:12:09 +0000 2021,kukac_kbot,"O seu cliente não vai mais precisar repetir as perguntas ao ser transferido num atendimento.

A @ibm implementou o… https://t.co/RR0hMlhDIT"
new,IBM,pos,Tue Oct 05 08:33:26 +0000 2021,iOlly,"@skidsoslow @IBM @Missionmotorspt Thanks again, it was so much fun :D. Still buzzing.

Yes, the cone was looking at… https://t.co/SvUA81h67L"
new,IBM,pos,Tue Oct 05 08:19:17 +0000 2021,iOlly,Yesterday was a good use of my IBM Wellness day :D #skids #thruxton - Thanks @IBM @Missionmotorspt @skidsoslow https://t.co/wGq9U2O70a
new,Microsoft,pos,Mon Oct 11 22:20:01 +0000 2021,SATYAJIT1910,RT @DBABullDog: Ps Gundam &amp; BanDai art display for Homeschool art fair. Brought to you @microsoft presentations and Windows 11 :-) #microso…
new,Microsoft,pos,Mon Oct 11 22:19:23 +0000 2021,DBABullDog,Ps Gundam &amp; BanDai art display for Homeschool art fair. Brought to you @microsoft presentations and Windows 11 :-)… https://t.co/dw9Dkexnw6
new,Microsoft,pos,Mon Oct 11 21:14:49 +0000 2021,AIArt20,"@EverythingFind @Microsoft To the moon! :D 
https://opensea.https://t.co/UNmG6FpK6m"
new,Microsoft,pos,Mon Oct 11 20:49:28 +0000 2021,PycraftDev,@Microsoft Oooh nice! Halloween is coming :)
new,Microsoft,pos,Mon Oct 11 19:45:39 +0000 2021,Kercal,@Microsoft Monday morning it's Magic Select Monday in some app :) always makes me smile. https://t.co/APVFhzEXmn
new,Microsoft,pos,Mon Oct 11 19:04:26 +0000 2021,edorado93,@Nick_Craver @Microsoft Coooooool! Fitting right in :) https://t.co/tnrsFeV0GT
new,Microsoft,pos,Mon Oct 11 19:02:37 +0000 2021,Nick_Craver,@edorado93 @Microsoft And thanks! :)
new,Microsoft,pos,Mon Oct 11 17:42:00 +0000 2021,EpicbP,"@Microsoft @somartist Classic, But Modernized... :) https://t.co/5TgrEUPCPX"
new,Microsoft,pos,Mon Oct 11 17:40:36 +0000 2021,dbfssecret,@Microsoft just coffee!!  please and Thank You :)
new,Microsoft,pos,Mon Oct 11 16:26:14 +0000 2021,vien_kiem,@Microsoft @Vaulaszn @tjBYBrxMGFR9lba @Baerijung Cát Tường Trường Sơn Kim Ngân Tường  :) :D
new,Microsoft,pos,Mon Oct 11 15:34:22 +0000 2021,kidehen,"@chrishlad @Microsoft had many pathways to where it is today, IMHO. 

There's always a bit of what appears to be lu… https://t.co/mqgCg6WDgD"
new,Microsoft,pos,Mon Oct 11 14:50:21 +0000 2021,kakakadandan,"@Nick_Craver @Microsoft wait for 3 months, you will end up ditching Outlook and used Teams for chats only :D - congrats Nick :)"
new,Microsoft,pos,Mon Oct 11 14:28:12 +0000 2021,Nick_Craver,@sandyarmstrong @Microsoft Thanks! I did nothing...someone took care of me :)
new,Microsoft,pos,Mon Oct 11 13:57:26 +0000 2021,guywald,@Nick_Craver @Microsoft Welcome! What an awesome addition :-)
new,Microsoft,pos,Mon Oct 11 09:32:52 +0000 2021,QuangPhngTrinh1,@Microsoft @miroborisoff @FranklinBombers @SegioJenkins00 Lợi Tuyết Lan Uyên Thư Diễm Thảo Thủ Độ Mộc Miên  :) :D
new,Microsoft,pos,Mon Oct 11 09:31:32 +0000 2021,QuangPhngTrinh1,@Microsoft @MEHMETVGN9 @Kir81045094 @Niy9el Diệp Bích Kim Ngân Như Ý Kim Oanh Quang Phục Phương Trinh Chí Thanh Mạnh Khôi  :) :D
new,Microsoft,pos,Mon Oct 11 09:07:02 +0000 2021,alex_valerik,What is wrong with @Microsoft and their account recovery process. It's not protecting my privacy it's driving me crazy :)
new,Microsoft,pos,Mon Oct 11 04:08:44 +0000 2021,sislamoglu,@AsankaSovis @MatthewWalden_ @Microsoft Great now find me same for bringing tiles and my datetime back :)
new,Microsoft,pos,Sun Oct 10 21:33:41 +0000 2021,ParamSiddharth,"@Microsoft Oops! Just realized it is from 2015.

Well-played though. :) You retained the case-insensitivity in Git Bash. Thank you!"
new,Microsoft,pos,Sun Oct 10 21:14:12 +0000 2021,KLINIX5,@h0mbre_ @Microsoft :)
new,Microsoft,pos,Sun Oct 10 14:08:04 +0000 2021,ChHinThc1,@Microsoft @akn76453507 @Meysam76932497 @nkemizuka Uyên Thư Cát Tường Ðoan Trang Thuyết Cảnh Tú Vi Hải Đăng Anh Thư  :) :D
new,Microsoft,pos,Sat Oct 09 23:47:51 +0000 2021,DeveloperVulpo,"RT @Sniff122N: and it will just skip network setup and prompt to make a local account :3
hahahahaha fuck you @Microsoft, we can do whatever…"
new,Microsoft,pos,Sat Oct 09 22:40:10 +0000 2021,marathi_indians,RT @MegaMarian12350: @Microsoft And here's the last :) https://t.co/OhfIN0XYUU
new,Microsoft,pos,Sat Oct 09 22:39:07 +0000 2021,marathi_indians,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Sat Oct 09 19:12:08 +0000 2021,RobinWithTheD,@ja_reimer @Xbox @XboxGamePass @Microsoft Why aren't games using raytracing then at least? That still works at 1080p60 :D
new,Microsoft,pos,Sat Oct 09 15:06:08 +0000 2021,gcs_owls,@Razer @Microsoft Very nice! :)
new,Microsoft,pos,Sat Oct 09 11:30:51 +0000 2021,SATYAJIT1910,"RT @Sniff122N: and it will just skip network setup and prompt to make a local account :3
hahahahaha fuck you @Microsoft, we can do whatever…"
new,Microsoft,pos,Sat Oct 09 11:30:18 +0000 2021,Sniff122N,"and it will just skip network setup and prompt to make a local account :3
hahahahaha fuck you @Microsoft, we can do… https://t.co/nPVoKRwuwF"
new,Microsoft,pos,Sat Oct 09 11:07:34 +0000 2021,RibeiroBrunov,@manenbu @Microsoft @Office It’s writing time :)
new,Microsoft,pos,Sat Oct 09 07:02:58 +0000 2021,PhuongT89259511,@marasCj @Microsoft :)) yahh I think it’s a good idea to change the style and make it different even though win 11 is great LOL
new,Microsoft,pos,Sat Oct 09 01:28:51 +0000 2021,TheYellowGoat04,"@Dlink , so @Microsoft is doing away with IE. We need some @MicrosoftEdge support please :-)"
new,Microsoft,pos,Fri Oct 08 22:47:35 +0000 2021,33BlackOfficial,Thanks for those AWESOME captions @Twitter @Microsoft. Love that there’s no way to turn em off :)
new,Microsoft,pos,Fri Oct 08 21:44:04 +0000 2021,SATYAJIT1910,RT @RealRPhillips: @Windows @Microsoft Looks like you forgot to enable spellcheck when you wrote this article on how to switch to Win 11. T…
new,Microsoft,pos,Fri Oct 08 21:44:03 +0000 2021,RealRPhillips,@Windows @Microsoft Looks like you forgot to enable spellcheck when you wrote this article on how to switch to Win… https://t.co/bC7W0Vnso4
new,Microsoft,pos,Fri Oct 08 20:26:28 +0000 2021,PanickingLynx,"@Microsoft Sure :)
Wouldn't be creepy tho, would be rather wholesome."
new,Microsoft,pos,Fri Oct 08 20:17:59 +0000 2021,SATYAJIT1910,RT @gcfreak898: @Microsoft I don't care about Windows 11 until you cease supporting Windows 10.  :-) https://t.co/T6jL5dpXpF
new,Microsoft,pos,Fri Oct 08 20:17:30 +0000 2021,gcfreak898,@Microsoft I don't care about Windows 11 until you cease supporting Windows 10.  :-) https://t.co/T6jL5dpXpF
new,Microsoft,pos,Fri Oct 08 19:54:47 +0000 2021,PycraftDev,@Microsoft Definitely hehe :)
new,Microsoft,pos,Fri Oct 08 18:45:43 +0000 2021,jesperbagh,@Microsoft Love 1975 :-) especially oct 11th 🎉
new,Microsoft,pos,Fri Oct 08 18:15:13 +0000 2021,IhaveJDD,"Hey @Xbox @Microsoft, for the 10 year #XboxLive anniversary, we got this helmet. I know #Xbox20 is this year, but X… https://t.co/Ts5t3KcQI5"
new,Microsoft,pos,Fri Oct 08 15:56:48 +0000 2021,azurevader,RT @ladybminiatures: in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security cont…
new,Microsoft,pos,Fri Oct 08 12:40:09 +0000 2021,flowinthezone,"@vasalath @Microsoft @Twitter @shanselman @amandaksilver @davidfowl Companies, especially listed have official sour… https://t.co/UFx00M4whw"
new,Microsoft,pos,Fri Oct 08 10:46:34 +0000 2021,bluestacksinc,"@AFISM_GAMING @Windows @Microsoft @Dell Well, it works fine on both.
You can try the same and let us know if you fa… https://t.co/hCYRgVSRwP"
new,Microsoft,pos,Fri Oct 08 10:17:37 +0000 2021,raearchon,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Fri Oct 08 07:53:36 +0000 2021,DevGamelover,"@Microsoft i don't know but it seems to me that the first one is amazing :), isn't it ??"
new,Microsoft,pos,Fri Oct 08 07:32:10 +0000 2021,fr0gger_,@DebugPrivilege @Microsoft @msftsecurity Thank you man! :) https://t.co/TOyWMbUpSh
new,Microsoft,pos,Fri Oct 08 07:22:59 +0000 2021,svikashk,"@TweetVJ @chingucha @Microsoft @satyanadella Thanks, Vijay. :)"
new,Microsoft,pos,Fri Oct 08 07:08:26 +0000 2021,davidjgaunt,@crod @Microsoft That model looks like the Plymouth from Duel :)
new,Microsoft,pos,Fri Oct 08 06:04:57 +0000 2021,simone_au,@vasalath @Microsoft @Twitter @shanselman @amandaksilver @davidfowl ive always had that at every job so i kept it :)
new,Microsoft,pos,Fri Oct 08 05:21:56 +0000 2021,GeoffreyHuntley,@terrajobst @vasalath @Microsoft @Twitter @shanselman @amandaksilver @davidfowl Yup. Just ask @NerdPyle how many ti… https://t.co/HI9RqbMAaE
new,Microsoft,pos,Fri Oct 08 05:04:43 +0000 2021,Andreiztm,@shanselman @vasalath @Microsoft @Twitter @amandaksilver @davidfowl Which is the tag line the press most often likes to use :))
new,Microsoft,pos,Fri Oct 08 02:24:27 +0000 2021,jessefmoore,RT @ladybminiatures: in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security cont…
new,Microsoft,pos,Fri Oct 08 02:04:33 +0000 2021,johnphillips34,@TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @FansofLivePd  @Dell… https://t.co/ckGJCyu7Q1
new,Microsoft,pos,Fri Oct 08 00:37:37 +0000 2021,svikashk,"@vikneshsub @Microsoft @satyanadella Thanks da, Nolan. :)"
new,Microsoft,pos,Thu Oct 07 20:40:44 +0000 2021,tncbbthositg,"@AskPlayStation, who stores the association between a Microsoft account and a PSN account for @Minecraft?… https://t.co/YZASDrfadF"
new,Microsoft,pos,Thu Oct 07 18:27:38 +0000 2021,sanomanjirosan,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 17:55:48 +0000 2021,iMayavi,@colorverse_NFT @larvalabs Btw did you notice that those are actually the correct colours for @Microsoft logo :D
new,Microsoft,pos,Thu Oct 07 17:17:25 +0000 2021,prezr_,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 17:15:59 +0000 2021,AorusOfficial,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 17:07:10 +0000 2021,Natasha_Elwin,"@KevinSaysThings @Microsoft Welcome to the Microsoft fam, Kevin! :)"
new,Microsoft,pos,Thu Oct 07 16:51:34 +0000 2021,mniehaus,"@rialtus @DesktopMgmt @SeguraOSD @iam_supergeek @miketerrill @gwblok @theznerd @jarwidmark @Microsoft Hmm, what was… https://t.co/YLTED44rUF"
new,Microsoft,pos,Thu Oct 07 16:43:19 +0000 2021,benjedwards,"@Microsoft How it really started :)

https://t.co/j5I1Irs1p9 https://t.co/mIGB1j4VDM"
new,Microsoft,pos,Thu Oct 07 15:59:56 +0000 2021,Rohanverma98,"Wanna Install the official Windows 11?  Don't wait for an update - Download Now :P https://t.co/9XvXqFXJA4

Comment… https://t.co/I9iOpwQfY8"
new,Microsoft,pos,Thu Oct 07 14:36:11 +0000 2021,antxoch,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 13:04:07 +0000 2021,DJFierceDeity,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 12:23:13 +0000 2021,ChrisCamicas,@nicolaspopy @MicrosoftEdge @Microsoft (et aussi sur Android/Chrome :p)
new,Microsoft,pos,Thu Oct 07 11:31:50 +0000 2021,ArtFact10,RT @ladybminiatures: in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security cont…
new,Microsoft,pos,Thu Oct 07 10:52:38 +0000 2021,justylow,@elsadizm @teymurshirinovv @JkVugar @Microsoft @Windows Arada lazımdı :D
new,Microsoft,pos,Thu Oct 07 10:31:22 +0000 2021,rimpq,RT @ladybminiatures: in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security cont…
new,Microsoft,pos,Thu Oct 07 10:17:01 +0000 2021,aizzad_haner,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 10:14:46 +0000 2021,leyo_llanita,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 10:07:20 +0000 2021,CherryVlrt,"RT @flexinja: new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shoutout to @Ao…"
new,Microsoft,pos,Thu Oct 07 10:07:10 +0000 2021,flexinja,"new video LIVE ft. new RGX Z11 PRO skins. one of my best Valorant content sessions i've had in awhile :D

big shout… https://t.co/CId3dPH237"
new,Microsoft,pos,Thu Oct 07 09:35:42 +0000 2021,UK_Daniel_Card,RT @ladybminiatures: in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security cont…
new,Microsoft,pos,Thu Oct 07 09:33:10 +0000 2021,ladybminiatures,in June 2021 @MITREengenuity and @Microsoft collaborated in providing @MITREattack Mapping to the native security c… https://t.co/TFN2BIQg3V
new,Microsoft,pos,Thu Oct 07 07:52:20 +0000 2021,gusdafa,"@jmauli @Microsoft @Google @Apple Since I dont own an inferior phone, can you tell me if that tz update cascaded to… https://t.co/DosmK12dQW"
new,Microsoft,pos,Thu Oct 07 07:25:45 +0000 2021,vahidyadegari,@masoodyas @Microsoft @Windows سیستمم با ویندوز 11 سازگار نیست. البته خودم از قبل می‌دونستم ولی الکی امیدوار بودم ک… https://t.co/AUJJXoY4Oh
new,Microsoft,pos,Thu Oct 07 06:20:32 +0000 2021,oem,"@taubeneck @StefanKarpinski @github @Microsoft I think this is an emacs keybind tho, to be fair - apple is as guilt… https://t.co/ikO3Jam8ht"
new,Microsoft,pos,Thu Oct 07 05:36:24 +0000 2021,nuri_durul,@volkanmanav @Microsoft Harbiden bize neden yok. Bizde windows 11 reklamı yapıyoruz :)) hem de devoloper insider olarak.
new,Microsoft,pos,Thu Oct 07 03:13:55 +0000 2021,bahree,"@Day1Fanilow @lorisdanto @Azure @Microsoft @slbird But to specifically answer the quesiton, I don't think we have a… https://t.co/uV3M0ng2F3"
new,Microsoft,pos,Thu Oct 07 02:22:54 +0000 2021,BalaKrishnaGali,@girsaran @Microsoft Thanks ! Will continue to support Azure solutions design as part of my day job. Next on to GCP :)
new,Microsoft,pos,Thu Oct 07 00:07:07 +0000 2021,pswider,@givenscj @Microsoft I agree. This is why we keep them on staff. :)
new,Microsoft,pos,Wed Oct 06 22:33:20 +0000 2021,orangy,"@nikitonsky @Microsoft Should we discuss it’s still a rectangle with rounded corners, and not a squircle? :)"
new,Microsoft,pos,Wed Oct 06 20:39:35 +0000 2021,PCx64,"Hey everyone.

#Windows: Is it good practise to sign into your home pc with a Microsoft account? Just wanted to und… https://t.co/ZmgRYC2wit"
new,Microsoft,pos,Wed Oct 06 19:25:48 +0000 2021,akilesh_augun,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 17:23:21 +0000 2021,samir348,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 17:16:39 +0000 2021,debajyotig07,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 15:23:56 +0000 2021,Em_BaTsari,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 15:18:22 +0000 2021,Muhamma18654551,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 14:47:44 +0000 2021,Deemoach,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 14:44:40 +0000 2021,_nt0__,"@shubhamganu @Windows @Microsoft https://t.co/7oTqgtyvXM just watch this video and do it, it's upgrade ready too [N… https://t.co/GNLMKEsRJc"
new,Microsoft,pos,Wed Oct 06 14:32:25 +0000 2021,InnerFury4K,@chicagog19 @SimplyThom @Microsoft @Xbox Invented in Scotland :)
new,Microsoft,pos,Wed Oct 06 14:05:10 +0000 2021,RobotitionXD,@Microsoft Using Windows 11 on my 9 year old ThinkPad X230 Tablet with Core i5 3rd gen Ivy Bridge :) https://t.co/7mNsRLquhh
new,Microsoft,pos,Wed Oct 06 14:00:04 +0000 2021,cemsun,"@OzgurBilge @Windows @Microsoft @MicrosoftTR @effectbcw Öncekileri satarsan haberimiz olsun, çok müşteri çıkar
:)"
new,Microsoft,pos,Wed Oct 06 12:46:40 +0000 2021,VladCarlsson,@MegaMarian12350 @Microsoft Thanks :)
new,Microsoft,pos,Wed Oct 06 11:57:47 +0000 2021,Noegue1,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 11:43:37 +0000 2021,divine_jit,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 11:11:32 +0000 2021,qeaser1,"RT @MegaMarian12350: @Microsoft Already upgraded, clean and fresh with my new wallpaper :) https://t.co/3XhHvXhFyj"
new,Microsoft,pos,Wed Oct 06 10:19:49 +0000 2021,cemsun,"@OzgurBilge @Windows @Microsoft @MicrosoftTR @effectbcw öyle deme üstat, android uygulamalarını kurabilecekmişsin w… https://t.co/pxVxozT0jn"
